일자,거래처,배색번호,품명,색상,호기,투입량,WIDTH,투입량.1,승온속도,평균염색온도,온도표준편차,염색시간(분),냉각속도,Water,투입량.2,온도,width(Inch),RPM,합격량(Y),불량수량,불량률(%)
2024-12-04,주성텍스,2411-0596-0,N/C40/2FD PLAIN,#13 카키,RAPID 18호,1042,58,1042,1.05,90,7.3,27,1.12,389,1042,180,59.5,45,885,0,0
2024-12-05,(주)앤디아이,2412-0070-0,NP/P75 PLAIN(CRW,# B/O,RAPID 3호,1468,60,1468,1.57,120,6.8,31,1.78,328,1468,180,59.5,65,1262,0,0
2024-12-05,(주)에스엠글로벌,2412-0044-0,N/NCCC80 PL 1W(K-7238-2),BLUE,RAPID 12호,236,54,236,0.64,90,13.2,41,1,136,236,170,54,50,216,0,0
2024-12-05,민텍스,2411-0759-0,N70TM 1W(M-920),BLACK,RAPID 12호,359,45.5,359,1.67,85,17.8,30,2.13,125,359,170,46.5,50,337,0,0
2024-12-09,(주)삼보텍스,2411-0620-2,P/P75/150 (ST1103),BLACK,RAPID 12호,334,58,334,1.45,119,0.6,39,2.452857143,121,334,160,58.5,45,261,51,16.3
2024-12-09,(주)영우,2411-0662-0,C/N40 1/3T(밤민트,2418,RAPID 3호,966,56,966,0.97,100,8.7,29,1.09,357,966,180,58,80,855,22,2.5
2024-12-09,(주)지엘텍스,2412-0036-0,N/C30FD 1/3TW (N/C0463W),C#1 SAND BEIGE,RAPID 3호,910,60,910,0.95,90,8.4,28,1.16,311,910,180,57,45,781,0,0
2024-12-10,(주)선아섬유,2412-0030-0,P75 SLR 2W (SA-40181),ORANGE,RAPID 3호,540,45,540,0.95,90,1.1,16,1.504465867,380,540,200,44.5,30,341,0,0
2024-12-10,(주)신흥,2411-0367-0,SF-25(N/C20FD 1/2T,38081-9368,RAPID 18호,1002,58,1002,0.71,90,7.7,30,1.35,438,1002,180,57,45,903,0,0
2024-12-10,(주)신흥,2411-0371-0,SF-25(N/C20FD 1/2T,38081-9368,RAPID 18호,972,58,972,0.64,90,11.7,34,2.29,430,972,180,57,45,867,0,0
2024-12-10,(주)신흥,2411-0373-0,SF-25(N/C20FD 1/2T,38081-9368,RAPID 18호,968,58,968,0.64,90,7,28,1.35,436,968,180,57,45,846,0,0
2024-12-10,K.J CORPORATION,2412-0141-0,KJMP-2444(P50// DOBY고신축,BLACK,RAPID 4호,1205,52,1205,2.17,130,3.1,22,2.06,246,1205,160,50,20,888,0,0
2024-12-11,(주)구주글로벌,2411-0643-1,KN-2724(N/C20FD 2/2T,NAVY,RAPID 12호,240,58,240,0.69,90,0.2,29,2,121,240,160,56.92857143,30,184,23,11.1
2024-12-11,(주)신흥,2411-0372-0,SF-25(N/C20FD 1/2T,38081-9368,RAPID 18호,981,58,981,0.65,90,4.6,26,1.42,426,981,180,57,45,868,0,0
2024-12-11,(주)앤디아이,2412-0159-0,P75/150 PLAIN(TM),#166 NAVY,RAPID 12호,231,57,231,1.15,129,0.6,40,2,159,231,160,56.5,40,234,0,0
2024-12-11,(주)에스엠글로벌,2411-0598-0,N70FD PL 1W(K-7183),RED,RAPID 3호,781,54,781,1.15,120,13.4,15,2.06,291,781,195,62,80,706,15,2.1
2024-12-11,(주)텍스랜드앤넥스코,2412-0208-0,N160/320FD PLAIN(#1335),08AA BROWN BARK,RAPID 18호,879,59,879,0.58,90,13.9,36,6.67,438,879,160,56,35,708,0,0
2024-12-11,에버텍스,2411-0132-2,N70FD TW 1W (EVT-25608),DGR,RAPID 5호,1238,53,1238,1.12,98,1.2,30,1.58,320.2,1238,195,63,80,804,178,18.1
2024-12-11,호성무역,2411-0717-0,P50 PL 잠권사2W대(4410,BLACK,RAPID 12호,350,57,350,0.71,90,0.1,29,1.93,125,350,150,51.22727273,25,242,0,0
2024-12-12,(주)구주글로벌,2411-0726-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 6호,1181,54,1181,0.64,79,6.3,19,0.04,313,1181,195,54,85,868,81,8.5
2024-12-12,(주)신흥,2412-0182-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 4호,1009,52.5,1009,0.91,90,0.4,30,0.09,210,1009,195,52.5,30,583,0,0
2024-12-12,(주)신흥,2412-0256-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,1015,52.5,1015,0.94,90,9.7,31,2.8,390,1015,195,53,30,654,0,0
2024-12-12,(주)신흥,2412-0259-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,1000,52.5,1000,0.67,90,10.6,12,1.35,374,1000,195,53,30,649,14,2.1
2024-12-12,(주)에스엠글로벌,2411-0758-0,N/NC80 PL 1W 대,BLUE,RAPID 6호,580,58,580,0.61,90,4.2,30,1.5,278,580,170,56,55,551,0,0
2024-12-12,(주)코리아실크로드,2411-0398-1,P75 SATIN (MARCI-8707),99 BLACK,RAPID 12호,269,58,269,1.55,129,26.4,37,2.47,153,269,160,57,40,233,0,0
2024-12-12,(주)텍스랜드앤넥스코,2412-0209-0,N160/320FD PLAIN(#1335),08AA BROWN BARK,RAPID 18호,924,59,924,0.56,90,13.5,32,15.5,435,924,160,56,35,751,8,1.1
2024-12-12,K.J CORPORATION,2412-0346-0,KJMP-2444(P50// DOBY고신축,BLACK,RAPID 12호,138,52,138,2.35,80,0.6,20,2.43,112,138,160,50,20,120,0,0
2024-12-16,(주)구주글로벌,2411-0728-0,KCSP-2153(C/N20PL 1W,BUNGEE CORD/WALNUT,RAPID 6호,1176,54,1176,0.63,100,0.2,30,1.14,439,1176,195,54,85,961,50,4.9
2024-12-16,(주)신흥,2411-0364-1,SF-25(N/C20FD 1/2T,38081-1247,RAPID 6호,964,58,964,0.63,90,0.2,30,1.29,367,964,180,57,45,645,0,0
2024-12-16,(주)신흥,2412-0183-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 4호,1009,52.5,1009,4.33,90,0.4,30,1.8,237,1009,195,52.5,30,668,0,0
2024-12-16,(주)신흥,2412-0255-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,1006,52.5,1006,0.91,90,15.9,39,1.5,385,1006,195,53,30,1331,0,0
2024-12-16,(주)신흥,2412-0257-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,979,52.5,979,0.96,90,12.9,37,1.5,375,979,195,53,30,642,0,0
2024-12-17,라잇루트,2412-0277-0,NP/N50/70 RIB (RR-D230719),DARK GREY,RAPID 12호,426,52,426,0.97,120,14.1,34,2.38,125,426,140,55,30,321,0,0
2024-12-17,삼에프인터내셔널,2412-0131-0,N/C60FD PL (TNC-22460),TAN,RAPID 6호,1011,56,1011,0.95,90,0.1,30,0.97,214,1011,170,57.5,50,848,110,11.5
2024-12-17,삼에프인터내셔널,2412-0301-1,P50/75 SUCKER (TPX-5057),BLK,RAPID 4호,1240,52,1240,1.5,130,19.4,37,2.27,202,1240,160,52,45,1036,0,0
2024-12-17,삼에프인터내셔널,2412-0306-0,P50/75 SUCKER (TPX-5057),BLK,RAPID 4호,1288,52,1288,2.31,130,0.9,20,2.31,210,1288,160,52,40,1089,0,0
2024-12-17,창희텍스,2412-0148-0,C/N30 PLAIN,CAMEL 546-460,RAPID 18호,911,58,911,0.95,90,8.5,45,1.04,442,911,195,58,60,826,0,0
2024-12-17,K.J CORPORATION,2412-0141-0,KJMP-2444(P50// DOBY고신축,BLACK,RAPID 4호,1205,52,1205,1.22,110,16.4,36,1.95,219,1205,160,50,20,888,0,0
2024-12-18,(주)구주글로벌,2411-0726-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 3호,1181,54,1181,1.043333333,61,12.3,34,0.53,422,1181,195,54,85,868,81,8.5
2024-12-18,(주)구주글로벌,2411-0729-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 3호,1216,54,1216,1.32,120,1.2,31,1.78,352,1216,195,54,85,1037,0,0
2024-12-18,(주)구주글로벌,2412-0459-0,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 3호,403,54,403,1.043333333,56,7.5,28,1.16,341,403,180,54,45,370,15,3.9
2024-12-18,(주)신흥,2412-0222-0,SMR-229(N/C20FD REC 1/2T),ITTK008-M10548,RAPID 3호,928,59,928,0.95,90,10.1,30,1.17,345,928,180,57.5,45,796,0,0
2024-12-18,(주)신흥,2412-0223-0,SMR-229(N/C20FD REC 1/2T),ITTK008-M10548,RAPID 3호,687,59,687,0.9,90,0.4,30,1.2,266,687,180,57.5,45,528,12,2.2
2024-12-18,(주)영우,2412-0167-0,C/P80/2 2/2TW (짱매실민트),#2801,RAPID 18호,647,58,647,1.06,59,1.8,23,0.76,421,647,170,57,40,540,47,8
2024-12-18,삼에프인터내셔널,2412-0302-1,P50/75 SUCKER (TPX-5057),BLK,RAPID 4호,1249,52,1249,2.35,130,1,20,2.24,202,1249,160,52,45,1050,0,0
2024-12-18,삼에프인터내셔널,2412-0303-1,P50/75 SUCKER (TPX-5057),BLK,RAPID 4호,1256,52,1256,1.5,130,20.7,39,2.18,211,1256,160,52,45,1097,0,0
2024-12-19,(주)구주글로벌,2411-0745-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1171,54,1171,0.63,100,7.7,27,1.35,465,1171,195,54,85,982,28,2.8
2024-12-19,(주)신흥,2411-0364-1,SF-25(N/C20FD 1/2T,38081-1247,RAPID 18호,964,58,964,1.078939618,53,10.7,32,1.504465867,369,964,180,57,45,645,0,0
2024-12-19,(주)신흥,2412-0412-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,978,52.5,978,1.67,135,0.8,41,1.69,577,978,195,53,30,642,0,0
2024-12-19,(주)앤디아이,2412-0353-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1560,60,1560,1.62,119,8.1,26,1.73,407,1560,180,57,65,1352,0,0
2024-12-19,(주)영우,2412-0168-0,C/P80/2 2/2TW (짱매실민트),#2801,RAPID 18호,647,58,647,0.61,90,0.9,30,1.37,458,647,170,57,40,468,70,13
2024-12-19,삼에프인터내셔널,2412-0059-0,P50/75 SUCKER (TPX-5057),DVY,RAPID 4호,1213,52,1213,2.48,130,1,19,2.12,201,1213,160,52,45,873,0,0
2024-12-19,삼에프인터내셔널,2412-0060-0,P50/75 SUCKER (TPX-5057),DVY,RAPID 4호,1341,52,1341,1.18,130,19.8,38,2.18,210,1341,160,52,45,741,0,0
2024-12-19,삼에프인터내셔널,2412-0416-1,P50/75 SUCKER (TPX-5057),DVY,RAPID 4호,1253,52,1253,1.73,134,1.2,43,1.69,447,1253,160,52,45,1068,0,0
2024-12-23,(주)신흥,2412-0415-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,1013,52.5,1013,1,90,4.616666667,30,1.42,294,1013,195,53,30,675,0,0
2024-12-23,(주)앤디아이,2412-0357-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1560,60,1560,1.62,120,8.1,23,1.73,351,1560,180,57,65,1342,0,0
2024-12-23,(주)텍스랜드앤넥스코,2412-0480-0,N160/320FD PLAIN(#1335),08AA BROWN BARK,RAPID 18호,790,59,790,0.82,90,14,31,1.42,382,790,160,56,35,606,0,0
2024-12-23,에버텍스,2412-0271-1,N70FD TW 1W (EVT-25608),DVN,RAPID 12호,300,53,300,0.68,100,24.2,42,1.93,166,300,170,52,40,245,0,0
2024-12-24,(주)앤디아이,2412-0540-0,N50 TWILL 2WAY,#17 NAVY,RAPID 18호,1362,44,1362,1.078939618,55,7.9,31,1.504465867,424,1362,195,44.5,40,936,9,1
2024-12-24,(주)예스텍스타일컨설팅랩,2412-0563-0,N70FD인터 PL 2W대,PFD,RAPID 3호,695,54,695,0.9,90,8.5,29,1.22,310,695,195,56,40,492,0,0
2024-12-24,K.J CORPORATION,2412-0141-0,KJMP-2444(P50// DOBY고신축,BLACK,RAPID 4호,1205,52,1205,2.25,129,13.6,37,1.95,437,1205,160,50,20,888,0,0
2024-12-25,(주)신흥,2412-0217-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,966,58,966,0.92,90,12.5,36,1.08,438,966,180,57.5,45,854,0,0
2024-12-25,(주)신흥,2412-0219-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,853,58,853,0.84,90,0.5,30,1.16,387,853,180,57.5,45,700,0,0
2024-12-25,(주)신흥,2412-0324-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,710,58,710,0.83,53,10.4,32,1.14,434,710,180,57.5,45,522,0,0
2024-12-25,(주)앤디아이,2412-0561-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1440,60,1440,1.36,120,7.5,54,1.78,428,1440,180,57,65,1223,0,0
2024-12-25,(주)한강티앤씨,2412-0631-0,P/NP150 1/2TW (HK-JWSA),# 16043,RAPID 12호,310,58,310,1,129,0.5,39,2.27,118,310,160,56,45,240,58,19.5
2024-12-25,와이엠텍스타일,2412-0660-0,시가공,D/NAVY,RAPID 12호,131,52,131,1.6,100,0.5,30,7,105,131,160,61,20,88,0,0
2024-12-26,(주)구주글로벌,2412-0506-0,KCSP-4740(C/N40 BROKEN TW 1W),KANGAROO,RAPID 3호,596,50.5,596,1.9,120,0.7,30,0.34,351,596,195,51,45,479,0,0
2024-12-26,(주)신흥,2412-0323-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,612,58,612,0.9,90,10.7,28,0.89,354,612,180,57.5,45,534,16,2.9
2024-12-26,(주)신흥,2412-0586-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 6호,1008,52.5,1008,0.68,90,7.6,54,1.5,340,1008,195,53,30,675,8,1.2
2024-12-26,(주)신흥,2412-0588-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 4호,1003,52.5,1003,1.97,90,1,15,1.741333333,225,1003,195,53,30,636,15,2.3
2024-12-26,(주)신흥,2412-0590-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 4호,979,52.5,979,1.03,90,0.1,30,1.79,210,979,195,53,30,646,0,0
2024-12-26,(주)신흥,2412-0591-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 4호,999,52.5,999,1,90,18,33,1.8,237,999,195,53,30,662,14,2.1
2024-12-26,(주)영우,2412-0517-0,P/CN50 PL(그린비아우,2336,RAPID 3호,1008,58,1008,1.8,120,10.1,30,1.95,301,1008,170,59.5,70,912,0,0
2024-12-26,아화피앤이,2412-0349-1,C/N50 DOBBY(AH-5200),#14,RAPID 3호,908,59,908,0.97,100,9.2,28,1.12,322,908,180,58,50,781,15,1.9
2024-12-26,아화피앤이,2412-0350-1,C/N50 DOBBY(AH-5200),#13,RAPID 3호,891,59,891,0.93,100,13.9,33,1.22,367,891,180,58,50,767,5,0.6
2024-12-27,(주)구주글로벌,2411-0746-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1187,54,1187,0.68,100,14.5,35,1.47,457,1187,195,54,85,1064,0,0
2024-12-27,(주)구주글로벌,2412-0500-0,KCSP-4740(C/N40 BROKEN TW 1W),TOTAL ECLIPSE,RAPID 6호,981,50.5,981,0.63,100,6.642875263,30,1.53,443,981,195,51,45,695,55,7.3
2024-12-27,(주)구주글로벌,2412-0505-0,KCSP-4740(C/N40 BROKEN TW 1W),KANGAROO,RAPID 3호,726,50.5,726,0.66,100,12.7,33,2.73,319,726,195,51,45,634,0,0
2024-12-27,(주)신흥,2412-0537-0,SF-25(N/C20FD 1/2T,37862-6621,RAPID 18호,500,58,500,0.9,90,1.7,19,1.7,422,500,180,57,45,401,0,0
2025-01-02,(주)구주글로벌,2411-0725-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1216,54,1216,0.68,100,12.6,35,3.36,450,1216,195,54,85,1003,32,3.1
2025-01-02,(주)구주글로벌,2411-0732-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1192,54,1192,0.68,100,13.8,37,1.65,422,1192,195,54,85,1010,47,4.4
2025-01-02,(주)구주글로벌,2412-0498-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 3호,844,50.5,844,0.62,100,11.6,33,1.73,366,844,195,51,45,740,0,0
2025-01-02,(주)구주글로벌,2412-0499-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 3호,920,50.5,920,0.68,100,14,30,1.89,302,920,195,51,45,814,0,0
2025-01-02,에버텍스,2412-0558-0,N/C50FD 1W (EVT-5299R),GYX,RAPID 6호,1022,52,1022,0.97,100,0.4,29,1.18,267,1022,185,56.5,85,754,44,5.5
2025-01-02,창희텍스,2412-0381-0,N/NC30 PLAIN,BEIGE,RAPID 6호,1254,60,1254,0.95,90,3.7,30,1.5,245,1254,195,59,60,1137,0,0
2025-01-03,(주)구주글로벌,2411-0203-2,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1163,54,1163,0.646,57,16.1,40,1,376,1163,195,55,85,401,0,0
2025-01-03,(주)삼보텍스,2412-0616-0,시가공,JET BLACK,RAPID 12호,98,54,98,1.25,90,0.3,19,3.29,118,98,195,55.56266833,25,66,0,0
2025-01-03,에버텍스,2412-0556-0,N/C50FD 1W (EVT-5299R),BED,RAPID 6호,1089,52,1089,1,100,0.2,30,1.53,293,1089,185,56.5,85,930,11,1.2
2025-01-03,K.J CORPORATION,2411-0680-2,KCN-32(C/N30평),BLUE NIGHTS,RAPID 3호,587,60,587,7,100,12.7,33,1.55,315,587,180,57,45,452,49,9.8
2025-01-06,(주)구주글로벌,2412-0503-0,KCSP-4740(C/N40 BROKEN TW 1W),ALUMINUM BATCH,RAPID 18호,937,50.5,937,0.9,100,8.1,30,1.11,405,937,195,51,45,784,22,2.7
2025-01-06,(주)구주글로벌,2412-0504-0,KCSP-4740(C/N40 BROKEN TW 1W),ALUMINUM BATCH,RAPID 18호,912,50.5,912,0.97,100,9.9,29,1.18,374,912,195,51,45,786,14,1.8
2025-01-06,(주)앤디아이,2501-0076-0,NP/NP75 3/3T(BY26,# B/O,RAPID 3호,1362,60,1362,1.64,120,1,31,1.68,364,1362,185,57,65,1041,0,0
2025-01-06,(주)예스텍스타일컨설팅랩,2411-0244-0,P75 1/2T 2W대(6247R,MPS143,RAPID 4호,510,56,510,1.18,130,0.6,39,1.89,190,510,160,56,30,454,25,5.2
2025-01-07,(주)구주글로벌,2411-0743-1,KCSP-2153(C/N20PL 1W,ERMINE,RAPID 18호,1157,54,1157,0.68,100,8.6,29,1.37,439,1157,195,54,85,870,84,8.8
2025-01-07,(주)구주글로벌,2412-0512-2,KCN-2029 (C/N20 OXFORD),GOLDEN BROWN,RAPID 6호,307,55,307,0.97,100,0.4,30,1.12,287,307,180,55.5,40,247,7,2.8
2025-01-07,(주)신흥,2412-0676-0,SF-25(N/C20FD 1/2T,38081-9368,RAPID 6호,654,58,654,0.97,100,0.3,30,1.18,267,654,180,57,45,155,0,0
2025-01-07,(주)앤디아이,2501-0131-0,N50 TWILL 2WAY,#17 NAVY,RAPID 3호,1080,44,1080,1.078939618,47,15.2,40,1.504465867,329,1080,195,44.5,40,747,24,3.1
2025-06-05,(주)구주글로벌,2505-0396-0,KCSP-2153(C/N20PL 1W,DRIED SAGE/LT.DRIED,RAPID 3호,1201,54,1201,1.03,100,6.8,28,1,326,1201,195,55,85,1042,14,1.3
2024-09-25,(주)신흥,2409-0417-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 4호,958,52.5,958,1.06,130,1,39,1.56,255,958,195,52,30,632,8,1.3
2025-01-08,(주)구주글로벌,2411-0731-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1161,54,1161,0.6,55,9.1,28,1.44,431,1161,195,54,85,1013,0,0
2025-01-08,(주)구주글로벌,2412-0144-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1201,54,1201,0.61,100,7.3,30,1.47,442,1201,195,54,85,1067,0,0
2025-01-08,(주)신흥,2412-0675-0,SF-25(N/C20FD 1/2T,38081-9368,RAPID 6호,853,58,853,0.6,90,0.1,30,1.35,328,853,180,57,45,755,14,1.8
2025-01-09,(주)구주글로벌,2410-0971-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,476,54,476,0.68,100,9.6,31,1.5,520,476,195,54.5,80,399,0,0
2025-01-09,(주)신흥,2501-0182-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 6호,328,52.5,328,0.63,90,6.7,30,1.69,245,328,195,52,30,196,8,3.9
2025-01-09,(주)신흥,2501-0187-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,1031,52.5,1031,1.11,90,4.616666667,30,1.5,285,1031,195,52,30,669,16,2.3
2025-01-09,(주)에스지인터,2501-0271-0,NP/C20 PLAIN,#3221,RAPID 5호,980,59,980,0.77,89,0.9,15,1.32,320.2,980,160,60,35,909,0,0
2025-01-09,(주)영텍스타일,2501-0301-0,N70.REC DOBBY 2W (BIOFLEX LAB107AW RE,MOSS GREEN,RAPID 3호,403,51,403,1.26,129,0.8,26,1.504465867,296,403,195,52,30,259,0,0
2025-01-09,(주)영텍스타일,2501-0303-0,N70.REC DOBBY 2W (BIOFLEX LAB107AW RE,SKY GREY,RAPID 3호,600,51,600,1.078939618,54,9.7,29,1.504465867,318,600,195,52,40,373,0,0
2025-01-09,주성텍스,2501-0101-0,N/C40/2FD PLAIN,#17(진그레이),RAPID 18호,1003,58,1003,0.61,100,11.5,32,1.71,408,1003,180,59,45,838,15,1.8
2025-01-09,K.J CORPORATION,2501-0019-0,KPC-216(P/TC16 PL,DARK STONE,RAPID 3호,934,58,934,1.14,130,13.4,58,1.94,424,934,160,59.5,30,803,0,0
2025-01-09,K.J CORPORATION,2501-0020-0,KPC-216(P/TC16 PL,DARK STONE,RAPID 3호,984,58,984,1.19,130,8.3,28,2.06,331,984,160,59.5,30,842,0,0
2025-01-13,(주)신흥,2501-0029-0,SF-25(N/C20FD 1/2T,38441-6621,RAPID 18호,709,58,709,0.58,90,10.4,30,1.5,364,709,180,56.5,40,627,0,0
2025-03-18,(주)예스텍스타일컨설팅랩,2503-0378-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1441,56,1441,1,130,0.5,40,1.57,201,1441,200,55,30,1047,10,0.9
2025-01-13,(주)신흥,2501-0183-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,995,52.5,995,0.94,90,6.3,30,0.9,376,995,195,52,30,721,7,1
2025-01-13,(주)신흥,2501-0184-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,990,52.5,990,0.91,90,0.1,30,1.23,252,990,195,52,30,657,0,0
2025-01-13,만영,2501-0138-0,N/C10FD MATT,BEIGE,RAPID 3호,895,58,895,0.95,90,10.5,29,1.08,355,895,180,51.5,35,796,0,0
2025-01-14,(주)구주글로벌,2410-0970-1,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 3호,482,54,482,0.95,90,9.3,30,1.25,333,482,195,54.5,80,243,25,9.3
2025-01-14,(주)신흥,2501-0177-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,1073,52.5,1073,0.89,90,4.616666667,30,1.42,235,1073,195,52,30,712,0,0
2025-01-14,(주)신흥,2501-0178-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 6호,1044,52.5,1044,1.06,90,4.616666667,30,1.53,287,1044,195,52,30,689,0,0
2025-01-14,(주)에스지인터,2501-0271-0,NP/C20 PLAIN,#3221,RAPID 5호,980,59,980,1.42,98,1.4,30,1.19,320.2,980,160,60,35,909,0,0
2025-01-14,K.J CORPORATION,2411-0659-1,KCN-32(C/N30평),ISLAND FOSSIL,RAPID 18호,1015,60,1015,0.93,100,7.8,28,1.12,403,1015,195,56.5,45,910,0,0
2025-01-14,K.J CORPORATION,2411-0679-1,KCN-32(C/N30평),ISLAND FOSSIL,RAPID 18호,1142,60,1142,0.93,100,6,26,1.16,431,1142,195,57,80,906,0,0
2025-01-14,K.J CORPORATION,2412-0322-0,KFD-7020(N/C20FD PL,SAILING ORANGE,RAPID 6호,609,58,609,0.97,90,0.1,30,1.5,314,609,180,59.5,45,534,0,0
2025-01-15,(주)구주글로벌,2501-0391-0,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 3호,835,54,835,2.86,100,16.4,30,1.3,402,835,180,55,80,744,49,6.2
2025-01-15,(주)예성텍스타일,2412-0668-0,C/N40 OXFORD (YCN445),8623 TROPICAL SAND,RAPID 6호,351,56,351,1.5,110,0.6,30,1.12,431,351,195,60,60,318,0,0
2025-01-15,백상,2501-0256-0,N/NR40 MONO RIB(BS7334,L/베지,RAPID 3호,993,55.26512739,993,1.078939618,50,15.5,34,1.08,329,993,181.457506,55.56266833,49.87291501,805,11,1.3
2025-01-15,창희텍스,2412-0285-0,C/N30 PLAIN,DESERY SKY 654-920,RAPID 18호,991,58,991,0.95,22,3,49,2,411,991,195,58.5,60,873,46,5
2025-01-16,(주)신흥,2501-0364-0,SW-3041(N/NC100/20 DOB2W,0483 GREY,RAPID 6호,0,52.5,0,0.65,90,0.1,30,1.42,267,0,195,52,30,762,0,0
2025-01-16,(주)신흥,2501-0366-0,SW-3041(N/NC100/20 DOB2W,0483 GREY,RAPID 6호,1098,52.5,1098,0.95,90,0.4,30,1.17,265,1098,195,52,30,711,0,0
2025-01-16,(주)앤디아이,2501-0444-0,NP/P75 PLAIN(CRW,# B/O,RAPID 3호,1506,60,1506,1.33,90,17.7,37,1.73,333,1506,180,59,65,1327,0,0
2025-10-02,호성무역,2509-0371-0,N70/210 TWILL (EONN-1791),GR-상,RAPID 18호,1023,56,1023,0.98,130,13.1,34,1.35,424,1023,170,62,50,654,27,4
2025-01-20,(주)앤디아이,2501-0445-0,NP/P75 PLAIN(CRW,# B/O,RAPID 3호,900,60,900,1.52,120,3.7,52,1.84,275,900,180,59,65,788,0,0
2025-01-20,(주)예성텍스타일,2412-0670-0,C/N40 OXFORD (YCN445),615 BLACK,RAPID 12호,335,56,335,1,90,0.4,30,8.2,192,335,195,60,60,284,0,0
2025-01-20,(주)예성텍스타일,2501-0121-0,NP/NPC40 PLAIN(YNPC408),001-KAKI,RAPID 6호,1105,56,1105,1,130,0.3,40,1.68,266,1105,160,57,40,900,0,0
2025-01-20,에버텍스,2501-0427-0,P/XANADU55 30/5040 (EVT-5263R),BLACK,RAPID 12호,450,44,450,1.45,129,18,31,2.19,174,450,150,34,20,353,0,0
2025-01-21,(주)구주글로벌,2411-0203-2,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 18호,1163,54,1163,0.65,100,16,57,1.75,365,1163,195,55,85,401,0,0
2025-01-21,(주)구주글로벌,2501-0264-0,KCSP-3740(C/N30 BROKEN TW 1W),DARK SHADOW,RAPID 18호,876,50.5,876,0.66,100,10.7,33,4.5,405,876,195,50,50,794,35,4.2
2025-01-21,(주)삼보텍스,2501-0326-0,P/P75/150 (ST1103),ESPRESSO,RAPID 12호,360,58,360,2.65,134,7.4,23,2.43,204,360,160,58.5,40,158,17,9.7
2025-01-21,(주)신흥,2501-0474-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 6호,916,53,916,0.65,100,1.8875,30,2.03,328,916,195,54,30,628,0,0
2025-01-21,(주)신흥,2501-0476-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 6호,1015,53,1015,0.68,100,0.1,30,1.5,245,1015,195,54,30,686,0,0
