일자,거래처,배색번호,품명,색상,호기,투입량,WIDTH,투입량.1,승온속도,평균염색온도,온도표준편차,염색시간(분),냉각속도,Water,투입량.2,온도,width(Inch),RPM,합격량(Y),불량수량,불량률(%)
2024-11-05,와이엠텍스타일,2410-0556-0,시가공,BLACK,RAPID 12호,109,54,109,1,90,0.4,27,3.89,112,109,195,51.22727273,20,60,0,0
2024-11-05,K.J CORPORATION,2410-0038-0,KCN-32(C/N30평),SEASIDE AQUA,RAPID 18호,1065,60,1065,0.93,100,5.1,27,1,467,1065,195,57.5,45,932,0,0
2024-11-05,K.J CORPORATION,2410-0043-0,KCN-32(C/N30평),SEASIDE AQUA,RAPID 18호,1103,60,1103,1.03,100,5.6,25,0.9,458,1103,195,57.5,45,888,68,7.1
2024-11-05,K.J CORPORATION,2410-0047-1,KCN-32(C/N30평),SEASIDE AQUA,RAPID 18호,1053,60,1053,1.03,100,6.4,29,1.03,471,1053,195,57.5,45,888,21,2.3
2024-11-06,(주)신흥,2410-0709-1,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,889,58,889,1.03,100,17.2,51,1,461,889,180,57,45,797,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0305-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1395,56,1395,1.107727273,73,11.9,30,1.92,211,1395,200,55,30,1025,10,1
2024-11-06,(주)에스엠글로벌,2411-0003-0,N15 PL 1WAY(102,T/BLUE,RAPID 12호,309,45,309,1.08,90,0.5,20,2,79,309,170,44,55,269,0,0
2024-11-06,(주)영우,2410-0921-0,P/CN50 PL(그린비아우,#5850 DG,RAPID 6호,897,58,897,1,130,0.4,41,1.38,245,897,170,55,45,684,0,0
2024-11-06,(주)영우,2410-0922-0,P/CN50 PL(그린비아우,#5850 DG,RAPID 6호,963,58,963,1,130,0.3,41,1.58,215,963,170,53,45,861,0,0
2024-11-06,발란싱,2410-0979-0,N70/NB140+30DOBY2W(2280-1,L/GREY,RAPID 3호,1042,45,1042,1,90,7.5,29,1.12,358,1042,195,46,35,679,0,0
2024-11-06,발란싱,2410-0980-0,N70/NB140+30DOBY2W(2280-1,L/GREY,RAPID 3호,1047,45,1047,0.95,90,7.3,26,1.12,299,1047,195,46,35,681,6,0.9
2024-12-18,(주)신흥,2412-0223-0,SMR-229(N/C20FD REC 1/2T),ITTK008-M10548,RAPID 3호,687,59,687,0.9,90,0.4,30,1.2,266,687,180,57.5,45,528,12,2.2
2024-11-07,(주)신흥,2410-0713-1,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,900,58,900,1.1,90,7.2,28,1,457,900,180,57,45,805,9,1.1
2025-10-10,(주)신흥,2509-0686-0,SW-30411T(N/NNC30DOBBY 2W,GRISAILLE,RAPID 18호,1162,53,1162,0.6,90,10.3,29,1.23,422,1162,195,52.5,35,651,8,1.2
2024-11-07,(주)신흥,2410-0872-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,577,58,577,1.11,90,7.3,27,1.29,383,577,180,57,45,495,33,6.3
2024-11-07,(주)신흥,2411-0046-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1000,54,1000,0.75,90,0.1,30,1.5,229,1000,195,53,40,601,14,2.3
2024-11-07,(주)신흥,2411-0048-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1000,54,1000,0.73,90,0.1,30,1.59,201,1000,195,53,30,650,0,0
2024-11-07,(주)에스엠글로벌,2410-0417-0,N/NC80 PL 1W 대,BLUE,RAPID 3호,1360,58,1360,0.68,90,6.6,26,1.63,362,1360,170,59,80,586,0,0
2024-11-07,(주)에스엠글로벌,2410-0873-0,N/NC80 PL 1W 대,240 CAMEL,RAPID 12호,459,58,459,1.05,90,0.2,30,1.17,94,459,170,56,60,416,0,0
2024-11-07,(주)에스지인터,2410-1045-0,N/C20FD 2/2TW,#10602,RAPID 3호,720,59,720,0.95,90,7.3,26,1.11,407,720,180,58,45,587,0,0
2024-11-07,SK 애드원텍스타,2411-0023-0,NP/NPC40 PLAIN,CREAM,RAPID 12호,155,58,155,1.16,120,0.8,39,2.4,93,155,160,57,45,119,17,12.5
2024-11-08,(주)에스지인터,2410-1046-0,N/C20FD 2/2TW,#10602,RAPID 3호,680,59,680,2,100,12.4,38,2.04,323,680,180,58,45,522,8,1.5
2024-11-11,(주)신흥,2410-0703-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 5호,1006,58,1006,1,89,0.5,30,0.82,320.2,1006,180,57,45,906,0,0
2024-11-11,(주)신흥,2410-0716-0,SF-25(N/C20FD 1/2T,37862-6621,RAPID 6호,649,58,649,0.6,90,6.642875263,30,1.17,288,649,180,57,45,570,0,0
2024-11-11,(주)신흥,2411-0045-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1000,54,1000,0.59,90,0.15,30,1.5,220,1000,195,53,40,603,10,1.6
2024-11-11,(주)에스지인터,2410-1044-0,P/C40/2 PLAIN,5,RAPID 4호,936,59,936,1.078939618,71,14,31,1,210,936,160,60,40,747,0,0
2024-11-11,(주)영우,2410-0923-0,P/CN50 PL(그린비아우,#5850 DG,RAPID 6호,922,58,922,0.58,90,0.1,30,0.93,307,922,170,53,45,815,0,0
2024-11-11,(주)텍스컴,2410-1078-0,N/NC60 PL 2WAY,BLACK,RAPID 12호,260,48,260,0.88,90,0.3,30,1.69,119,260,170,50,45,235,0,0
2024-11-11,(주)티에스텍스타일,2410-0239-1,N70FD인터 PL 2W(6484,GREY,RAPID 18호,762,45,762,1,130,0.3,20,1.492,550,762,170,45.5,30,460,0,0
2024-11-11,에버텍스,2411-0156-0,P150 TWILL 2W(VSPS-2289),WHITE,RAPID 3호,765,58,765,1.05,110,13.7,19,3,420,765,200,58.5,30,546,0,0
2024-11-11,엠디글로벌(주),2411-0155-0,N40 S/TW 2W (MD-66612),WHITE,RAPID 3호,1044,44,1044,1,90,7.1,26,1.11,320,1044,195,44,30,667,0,0
2024-11-11,SK 애드원텍스타,2411-0063-0,NP/NPC40 PLAIN,L/BLUE-2,RAPID 18호,880,58,880,2.25,129,0.9,30,2.38,448,880,160,57,45,727,26,3.5
2024-11-11,SK 애드원텍스타,2411-0064-0,NP/NPC40 PLAIN,L/BLUE-2,RAPID 18호,1043,58,1043,2,130,1,30,1.47,421,1043,160,57.5,45,868,0,0
2024-11-12,(주)삼근인터내셔널,2410-1040-0,N/C50FD PL 1WAY,BEIGE,RAPID 5호,1179,53,1179,0.93,99,0.5,30,1,320.2,1179,195,54,80,1033,26,2.5
2024-11-12,(주)에스엠글로벌,2410-0417-0,N/NC80 PL 1W 대,BLUE,RAPID 6호,1360,58,1360,0.95,130,0.3,40,1.47,266,1360,170,59,80,586,0,0
2025-05-12,(주)텍스랜드앤넥스코,2505-0035-0,NP.KEVLAR 30(#7183),B/GREY,RAPID 4호,592,59,592,0.7,100,5.9,24,1.69,201,592,170,54.5,30,448,12,2.6
2024-11-12,(주)영텍스타일,2411-0277-0,N70.REC DOBBY 2W (BIOFLEX LAB107AW RE,PACIFIC,RAPID 18호,1377,51,1377,1.078939618,42,15.4,58,1.504465867,368,1377,195,52,40,866,0,0
2024-11-12,삼에프인터내셔널,2411-0104-0,N20 SPUN PLAIN(4120),DRO,RAPID 12호,200,56,200,1.04,101,10,46,1.21,125,200,160,58,45,148,0,0
2024-11-12,에버텍스,2411-0241-0,P150 TWILL 2W(VSPS-2289),WHITE,RAPID 3호,374,58,374,1.32,120,6.3,28,1.85,327,374,160,58,30,343,0,0
2024-11-13,(주)삼근인터내셔널,2410-1038-0,N/C50FD PL 1WAY,D/KHAKI,RAPID 6호,1106,52,1106,0.93,100,0.4,19,1.33,277,1106,195,54,80,874,13,1.5
2024-11-13,(주)신흥,2411-0059-0,SF-25(N/C20FD 1/2T,37762-10336,RAPID 6호,120,58,120,0.95,90,0.4,30,1,256,120,180,56.5,45,110,0,0
2024-11-13,(주)에스엠글로벌,2411-0239-0,N70FD SLR TWILL 1W(K-7186),BEIGE,RAPID 5호,918,54,918,0.93,99,1.2,30,1.21,320.2,918,170,55,50,616,100,14
2024-11-13,(주)영텍스타일,2411-0381-0,N70.REC DOBBY 2W (BIOFLEX LAB107AW RE,SKY GREY,RAPID 5호,1216,51,1216,1.078939618,89,6.642875263,14,1.61,320.2,1216,195,52,40,680,40,5.6
2024-11-13,(주)예스텍스타일컨설팅랩,2411-0163-0,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 3호,1218,58,1218,0.97,100,8.3,27,1.21,358,1218,200,52,40,1079,0,0
2024-11-13,(주)텍스컴,2411-0263-1,N/NC60 MATT 2W(TC-35037-15/7),BK,RAPID 4호,1447,47,1447,1.09,130,0.6,39,2.33,440,1447,195,46.5,40,846,0,0
2024-11-13,K.J CORPORATION,2411-0250-0,KJP-1388RCY(P130/150도전사 PL 리싸이클),WHITE,RAPID 18호,829,62,829,0.43,125,10.7,26,1.12,420,829,160,61,45,671,25,3.6
2024-11-13,SK 애드원텍스타,2410-0972-0,C/P30/150 ESSE 1/3TW,BLACK DENIM,RAPID 6호,1187,53,1187,1.1,91,0.8,30,1.93,215,1187,170,53,40,1018,0,0
2024-11-14,(주)신흥,2411-0331-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1013,54,1013,0.67,90,0.15,30,1.85,238,1013,195,54,45,673,0,0
2024-11-14,(주)신흥,2411-0332-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1068,54,1068,0.67,90,0.1,30,1.59,229,1068,195,54,45,714,0,0
2024-11-14,(주)영우,2411-0208-0,P/CN50 PL(그린비아우,#5298 KA,RAPID 6호,1168,58,1168,1.31,130,0.7,30,0.97,433,1168,170,54.5,45,1038,0,0
2024-11-14,(주)예스텍스타일컨설팅랩,2411-0164-0,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 3호,1145,58,1145,2.15,120,5.3,20,1.76,425,1145,200,52,40,1013,0,0
2024-11-14,(주)텍스컴,2411-0242-1,N/NC60 MATT 2W(TC-35037-15/7),NAVY,RAPID 4호,535,47,535,1.03,90,0.2,30,1.8,193,535,180,47,40,491,0,0
2024-11-14,(주)텍스컴,2411-0264-1,N/NC60 MATT 2W(TC-35037-15/7),BE,RAPID 6호,1448,47,1448,1,90,0.3,37,1,277,1448,195,46.5,40,945,0,0
2024-11-14,(주)티에스텍스타일,2411-0377-1,N/NC50FD PL 2W(TS6796,GREEN,RAPID 5호,998,49,998,1,89,0.6,19,1.38,320.2,998,195,48,40,750,0,0
2024-11-14,삼에프인터내셔널,2411-0104-0,N20 SPUN PLAIN(4120),DRO,RAPID 12호,200,56,200,0.15,73,14.6,27,2.11,99,200,160,58,45,148,0,0
2024-11-14,SK 애드원텍스타,2411-0177-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 18호,1300,58,1300,1.31,134,0.9,37,1.7,609,1300,160,57.5,45,1040,0,0
2024-11-18,(주)구주글로벌,2411-0075-0,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1221,54,1221,1,130,0.3,26,1.068571429,256,1221,195,54,80,1085,0,0
2024-11-18,(주)구주글로벌,2411-0087-1,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1072,54,1072,0.97,100,0.4,30,1.28,338,1072,195,54,80,928,0,0
2024-11-18,(주)삼보텍스,2411-0345-0,P/P75/150 (ST1103),BLACK,RAPID 12호,417,58,417,1.5,129,17.7,31,2.13,112,417,160,59,50,320,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0162-0,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 18호,1226,58,1226,1.84,119,4.3,25,1.77,417,1226,200,55,40,1074,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0165-0,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 18호,1207,58,1207,1.52625,120,18.7,27,1.29,369,1207,200,55,40,1060,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0167-1,P5030 CD TWLL 1W (YS6248R-22),MPS789,RAPID 3호,1241,57,1241,2.73,120,5.1,24,1.76,366,1241,200,55,40,1100,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0168-1,P5030 CD TWLL 1W (YS6248R-22),MPS789,RAPID 3호,1246,57,1246,1.31,120,16.6,27,1.76,336,1246,200,55,40,1109,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0303-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1396,56,1396,1.79,129,0.8,19,2.12,211,1396,200,55,30,1037,0,0
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0305-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1395,56,1395,1.107727273,73,11.9,30,1.92,211,1395,200,55,30,1025,10,1
2024-11-18,(주)예스텍스타일컨설팅랩,2411-0306-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1388,56,1388,1.18,130,0.5,40,2.25,193,1388,200,55,30,997,26,2.5
2024-11-18,(주)텍스컴,2411-0265-0,N/NC60 MATT 2W(TC-35037-15/7),LK,RAPID 5호,1086,47,1086,0.8,89,0.8,30,0.81,320.2,1086,195,46.5,40,714,0,0
2024-11-19,(주)구주글로벌,2411-0074-0,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1201,54,1201,1,100,0.2,30,1,381,1201,195,54,80,1024,35,3.3
2025-03-24,K.J CORPORATION,2503-0518-0,KJP-RD0265(P300 OX,HV ORANGE,RAPID 3호,1098,60,1098,0.95,130,13.5,26,1.94,358,1098,160,53,30,915,9,1
2024-11-19,(주)앤디아이,2411-0424-0,NP/P75 PLAIN(CRW,# B/O,RAPID 3호,1526,60,1526,1.84,120,0.5,30,1.78,302,1526,180,60,65,518,0,0
2024-11-19,(주)앤디아이,2411-0435-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1300,60,1300,1.69,120,11,30,1.78,333,1300,180,57.5,65,1125,0,0
2024-11-19,(주)영우,2411-0206-1,P/C.MONO75/50 PL(그린비,10002,RAPID 5호,512,58,512,0.95,89,0.4,20,1.43,320.2,512,170,57.5,45,243,140,36.6
2024-11-19,(주)예성텍스타일,2410-0724-1,N/C20FD 2/2TW (YNC258-1),TWILL,RAPID 12호,154,56,154,1.2,134,1,40,2.25,215,154,180,57,45,133,0,0
2024-11-19,(주)예스텍스타일컨설팅랩,2411-0307-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1424,56,1424,1.15,130,11,29,2.11,229,1424,200,55,30,1049,0,0
2024-11-19,(주)예스텍스타일컨설팅랩,2411-0308-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1378,56,1378,1.12,130,13.8,31,3.14,238,1378,200,55,30,1022,0,0
2024-11-19,(주)예스텍스타일컨설팅랩,2411-0344-1,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 18호,1207,58,1207,1.42,119,15.7,41,1.73,379,1207,200,55,40,1061,0,0
2024-11-20,(주)구주글로벌,2411-0083-0,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1205,54,1205,1.05,90,0.2,30,0.9,315,1205,195,54,85,1048,50,4.6
2024-11-20,(주)삼근인터내셔널,2410-1038-0,N/C50FD PL 1WAY,D/KHAKI,RAPID 5호,1106,52,1106,0.71,89,0.4,29,1.1,320.2,1106,195,54,80,874,13,1.5
2024-11-20,(주)신흥,2411-0328-1,SF-25(N/C20FD 1/2T,37371-10458,RAPID 6호,1010,58,1010,0.92,90,0.3,20,1.31,303,1010,180,57,40,808,16,1.9
2024-11-20,(주)앤디아이,2411-0436-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1300,60,1300,1.79,120,8.2,33,0.95,339,1300,180,57.5,65,1124,0,0
2024-11-20,(주)앤디아이,2411-0437-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1300,60,1300,1.84,120,1,31,1.78,323,1300,180,57.5,65,1120,0,0
2024-11-20,(주)예성텍스타일,2410-0724-2,N/C20FD 2/2TW (YNC258-1),DUSKY GREEN,RAPID 12호,120,56,120,1,90,0.1,30,1.16,99,120,180,57,45,83,21,20.2
2024-11-20,(주)예성텍스타일,2410-0724-4,N/C20FD 2/2TW (YNC258-1),BLACK,RAPID 12호,140,56,140,1,90,5,30,1.22,125,140,180,57,45,121,0,0
2024-11-20,(주)예스텍스타일컨설팅랩,2411-0360-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1414,56,1414,1.12,129,11.9,30,2.11,227,1414,200,55,30,1048,0,0
2024-11-20,백상,2411-0399-0,C/N80 1/2TWILL(8008),I.V,RAPID 3호,802,55,802,8,56,6.4,28,0.94,393,802,170,53,60,700,0,0
2024-11-20,백상,2411-0401-0,C/N80 PLAIN(803,스킨/베지,RAPID 6호,498,58,498,0.97,100,0.2,30,1.12,207,498,181.457506,55.56266833,49.87291501,421,0,0
2024-11-21,(주)구주글로벌,2411-0081-0,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1223,54,1223,1,100,0.1,30,1,318,1223,195,54,85,754,0,0
2024-11-21,(주)구주글로벌,2411-0086-0,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,982,54,982,0.93,100,0.4,30,1.03,298,982,195,54,85,1144,31,2.6
2024-11-21,(주)구주글로벌,2411-0090-1,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1197,54,1197,0.97,100,0.4,30,1.03,349,1197,195,54,85,1037,0,0
2024-11-21,(주)신흥,2411-0445-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 18호,1200,54,1200,0.68,90,12.9,35,8.25,421,1200,180,54,40,823,0,0
2024-11-21,(주)신흥,2411-0446-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 18호,1023,54,1023,0.65,90,9.1,32,1.5,501,1023,180,54,40,701,0,0
2024-11-21,(주)티에스텍스타일,2411-0379-0,N/NC50FD PL 2W(TS6796,L/GREY,RAPID 18호,1503,49,1503,0.6,90,7,27,1.59,394,1503,195,48,40,1127,0,0
2024-11-21,민텍스,2411-0353-0,N40/70FD 1W (M-876),BLACK,RAPID 12호,424,53,424,3,100,0.3,30,4.11,208,424,185,38.5,30,310,11,3.4
2024-11-21,에이네이션,2410-1073-0,TC/TC20 1/3TWILL,BLACK,RAPID 4호,919,57,919,1.12,119,16.8,34,1.76,260,919,170,59,35,762,0,0
2024-11-21,K.J CORPORATION,2411-0421-0,KJP-RD0265(P300 OX,HV ORANGE,RAPID 3호,1011,60,1011,1.09,130,18.9,25,2,344,1011,160,53,27,832,0,0
2024-11-22,(주)구주글로벌,2411-0073-0,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 6호,1201,54,1201,1,100,0.3,30,1.24,340,1201,195,54,85,1046,0,0
2024-11-25,(주)구주글로벌,2411-0205-1,KCSP-2153(C/N20PL 1W,WINTER TWIG/TREE HOU,RAPID 6호,1196,54,1196,0.72,100,0.7,30,0.89,370,1196,195,53.5,85,1059,12,1.1
2024-11-25,(주)구주글로벌,2411-0219-2,KCSP-2153(C/N20PL 1W,CASTOR GREY/SEA SPRA,RAPID 6호,578,54,578,1.11,90,0.1,27,1.504465867,245,578,195,54,85,514,0,0
2024-11-25,(주)삼근인터내셔널,2410-1038-0,N/C50FD PL 1WAY,D/KHAKI,RAPID 18호,1106,52,1106,1,90,11.3,35,1.08,456,1106,195,54,80,874,13,1.5
2024-11-25,(주)앤디아이,2411-0585-0,NP75도전사2/3T(MST-75CD,# B/O,RAPID 3호,1341,60,1341,1.67,120,0.8,31,1.58,479,1341,180,56,65,1191,0,0
2024-11-25,(주)에스지인터,2411-0407-0,N/C20FD 2/2TW,#10602,RAPID 12호,106,59,106,1.11,90,0.4,30,1.33,142,106,160,58,35,90,0,0
2025-10-29,(주)코리아실크로드,2510-0418-0,N70/210 ROBIC TWILL(KS-035E RB),PFG,RAPID 4호,835,45,835,1,73,22.2,45,0.13,237,835,170,47,50,662,20,2.9
2024-11-25,대현티에프시,2411-0511-0,P75 1/2TW 2W,COSMIC SKY,RAPID 18호,747,56,747,0.75,120,7.2,28,1.73,402,747,200,55,30,495,0,0
2024-11-25,케이비텍스타일,2411-0614-0,P100/100+30 이중직(헤비파우더,#10057BK,RAPID 4호,356,58,356,0.7,80,0.7,19,3.14,211,356,150,54,25,348,0,0
2024-11-26,(주)신흥,2411-0364-1,SF-25(N/C20FD 1/2T,38081-1247,RAPID 5호,964,58,964,0.85,90,0.5,30,1.69,320.2,964,180,57,45,645,0,0
2024-11-26,(주)앤디아이,2411-0586-0,NP75도전사2/3T(MST-75CD,# B/O,RAPID 3호,1367,60,1367,1.74,120,8.5,15,1.68,354,1367,180,56,65,1225,0,0
2024-11-26,(주)앤디아이,2411-0589-0,NP75도전사2/3T(MST-75CD,# B/O,RAPID 3호,1373,60,1373,1.8,120,13.9,30,1.84,302,1373,180,56,65,1230,0,0
2024-11-26,(주)에스엠글로벌,2411-0402-0,N/NC80 PL1W중(K6352,GREEN,RAPID 18호,1401,53,1401,0.65,90,13.2,35,1.42,379,1401,180,51,80,1062,0,0
2024-11-26,삼에프인터내셔널,2411-0454-0,N/C60FD PL (TNC-22460),TAN,RAPID 6호,914,56,914,1.05,90,0.4,29,1.11,253,914,170,57,45,808,55,6.4
2024-11-27,(주)구주글로벌,2411-0202-1,KCSP-2153(C/N20PL 1W,WINTER TWIG/TREE HOU,RAPID 6호,1125,54,1125,0.93,100,0.2,30,1.35,308,1125,195,54,85,973,43,4.2
2024-11-27,(주)앤디아이,2411-0590-0,NP75도전사2/3T(MST-75CD,# B/O,RAPID 3호,1354,60,1354,1.72,120,7.6,26,1.73,346,1354,180,56,65,1214,0,0
2024-11-27,(주)인화텍스,2411-0574-0,P75/150 PL 2W대(SP457,NAVY,RAPID 12호,300,59,300,1.05,90,0.2,30,1.22,99,300,200,58.5,35,184,25,12
2024-11-27,(주)한강티앤씨,2411-0327-0,N20FD PL 2W 대(693-60,GRD,RAPID 12호,273,58,273,0.52,78,9.9,20,0.22,88,273,195,57,40,152,0,0
2024-11-27,K.J CORPORATION,2411-0483-0,KCN-32(C/N30평),CHALK,RAPID 3호,1048,60,1048,1.78,120,9.4,31,1.82,339,1048,195,58,45,957,0,0
2024-11-28,(주)구주글로벌,2411-0203-2,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 6호,1163,54,1163,0.68,100,0.2,29,1.14,364,1163,195,55,85,401,0,0
2024-11-28,(주)구주글로벌,2411-0204-2,KCSP-2153(C/N20PL 1W,BLUE GRAPHITE,RAPID 6호,1193,54,1193,0.68,100,0.2,30,1.29,395,1193,195,55,85,705,33,4.5
2024-11-28,(주)에스엠글로벌,2411-0116-0,P50 PLAIN (K-8447),BLACK,RAPID 18호,1119,58,1119,1.73,100,0.8,21,1.8,379,1119,160,58,45,461,0,0
2025-08-29,K.J CORPORATION,2508-0281-0,KSC-7521(NP/C20 1/2T,SESAME,RAPID 18호,1201,57,1201,0.73,130,12.4,33,1.3,476,1201,160,61,35,996,11,1.1
2024-11-28,K.J CORPORATION,2411-0387-0,KCN-32(C/N30평),SEASIDE AQUA,RAPID 3호,1002,60,1002,1.05,90,8.5,29,1.21,337,1002,195,56,45,781,0,0
2024-12-02,(주)신흥,2411-0366-0,SF-25(N/C20FD 1/2T,38081-1247,RAPID 5호,987,58,987,0.63,89,0.2,30,1.09,320.2,987,180,57,45,441,0,0
2024-12-02,(주)에스엠글로벌,2411-0526-0,N/NC80 PL 1W 대,BLUE,RAPID 3호,586,58,586,0.68,90,12.5,33,1.5,343,586,160,56,55,545,0,0
2024-12-02,(주)영우,2411-0756-0,P/P75/100 PLAIN(제스,#2753,RAPID 12호,369,58,369,1.67,129,1.1,41,1.6,153,369,160,58,50,352,0,0
2024-12-02,삼에프인터내셔널,2411-0459-0,C/N40 ARAMID PL,BWS,RAPID 3호,478,56,478,0.63,90,11,31,1.59,327,478,195,59.5,60,217,0,0
2024-12-03,(주)신흥,2411-0333-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1194,54,1194,0.67,90,0.15,30,1.69,202,1194,195,54,45,776,0,0
2024-12-03,(주)신흥,2411-0671-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 4호,977,52.5,977,0.66,90,0.45,29,1.8,202,977,195,52,30,636,0,0
2024-12-03,(주)신흥,2411-0672-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 4호,959,52.5,959,0.62,90,0.1,30,1.8,185,959,195,52,30,643,0,0
2024-12-03,(주)신흥,2411-0747-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,903,58,903,0.95,90,12.7,30,1.12,371,903,180,57.5,45,857,11,1.3
2024-12-03,(주)앤디아이,2412-0023-0,NP75도전사2/3T(MST-75CD,# B/O,RAPID 3호,1200,60,1200,1.77,120,11.2,31,0.16,369,1200,180,56,65,1058,0,0
2024-12-03,(주)에스엠글로벌,2411-0473-0,N15/30.20 PL CHECK 1W(K-7121),네이비,RAPID 12호,527,45,527,1.26,92,1,30,1.21,88,527,170,47.5,55,441,27,5.8
2024-12-03,(주)에스엠글로벌,2412-0044-0,N/NCCC80 PL 1W(K-7238-2),BLUE,RAPID 12호,236,54,236,1.73,110,5.1,30,2.4,125,236,170,54,50,216,0,0
2025-10-28,(주)티비아이엔씨,2510-0370-0,N/C50FD PLAIN,D/GREY,RAPID 18호,901,55,901,1.6,51,1.3,40,0.25,448,901,160,59.5,45,738,42,5.4
2024-12-03,(주)한강티앤씨,2411-0327-0,N20FD PL 2W 대(693-60,GRD,RAPID 12호,273,58,273,0.49,78,10,20,0.22,85,273,195,57,40,152,0,0
2024-12-03,삼에프인터내셔널,2411-0456-0,C/N40 ARAMID PL,TAN,RAPID 6호,912,56,912,0.89,90,0.5,30,1,370,912,195,59.5,60,806,13,1.6
2024-12-03,에버텍스,2411-0517-0,N/C50FD 1W (EVT-5299R),L/GREY,RAPID 6호,800,52,800,1,100,0.3,30,1.12,284,800,190,56,80,706,0,0
2024-12-03,에버텍스,2411-0518-0,N/C50FD 1W (EVT-5299R),L/GREY,RAPID 6호,905,52,905,0.93,100,0.4,30,1.09,277,905,190,56,80,766,0,0
2024-12-03,K.J CORPORATION,2411-0653-0,KCN-32(C/N30평),CHALK,RAPID 18호,1075,60,1075,0.93,100,7.1,29,1.12,431,1075,195,57.5,45,990,0,0
2024-12-04,(주)앤디아이,2412-0066-0,NP/P75 PLAIN(CRW,# B/O,RAPID 3호,1429,60,1429,1.67,120,8.5,37,1.81,330,1429,180,59.5,65,1229,0,0
2024-12-04,(주)예성텍스타일,2410-0724-5,N/C20FD 2/2TW (YNC258-1),NAVY,RAPID 12호,120,56,120,0.64,90,15.8,30,1.73,112,120,180,57,45,82,9,9.9
2024-12-04,삼에프인터내셔널,2411-0458-0,C/N40 ARAMID PL,KAS,RAPID 6호,411,56,411,0.66,79,6.2,19,0.9,288,411,195,59.5,60,224,0,0
2024-12-04,에버텍스,2411-0516-0,N/C50FD 1W (EVT-5299R),D/KHAKI,RAPID 6호,830,52,830,0.97,100,0.5,20,1.42,288,830,190,56,80,704,67,8.7
2024-12-04,에버텍스,2412-0034-3,N70FD 2W (EVT-825BL),EARTH STONE,RAPID 12호,280,45,280,1.03,90,0.4,26,2.5,93,280,195,46,40,185,0,0
2024-12-04,주성텍스,2411-0595-0,N/C40/2FD PLAIN,#7 진베이지,RAPID 18호,960,58,960,0.97,100,7.6,28,1.15,410,960,180,59,45,822,8,1
